Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Bronx,University Heights (North)-Fordham,SW East 193rd Street & Grand Concourse,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,14,2040100,,,40.86548295,-73.89523789,52,40693,POINT (-73.89523789 40.86548295),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=436,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364128,78,13,BX07,BX071,BX,33
Manhattan,Washington Heights (North),181st Street Food Scrap Drop-off,"W 181st St & Fort Washington Ave, New York, NY 10033",GrowNYC,Year Round,Thursday (Start Time: 8:00 AM - End Time:  12:30 PM),,grownyc.org/compost,112,10,1027300,,,40.850947,-73.938068,34,40429,POINT (-73.938068 40.850947),,,71,13,MN12,MN122,MN,31
Queens,Astoria (Central),SE 31st Avenue & 35th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76267874,-73.92014229,114,40209,POINT (-73.92014229 40.76267874),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=58,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363750,36,14,QW01,QW014,QW,59
Brooklyn,Bedford-Stuyvesant (East),SE Lewis Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3029500,,,40.68419729,-73.93525746,81,40280,POINT (-73.93525746 40.68419729),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=83,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363775,56,8,BKN03,BKN034,BKN,25
Queens,Forest Hills,Forest Hills Greenmarket,MacDonald Park: Queens Blvd and 70th Ave,GrowNYC and the Forest Hills Green Team,Year Round,Sunday (Start Time: 9:00 AM - End Time:  1:00 PM),,grownyc.org/compost,406,29,4071100,,,40.721268,-73.846877,112,40757,POINT (-73.846877 40.721268),,,28,6,QW06,QW062,QW,15
Manhattan,East Village,SE 1 Ave & E 4 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1003200,,,40.72504421,-73.98699125,9,40493,POINT (-73.98699125 40.72504421),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=306,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363998,74,10,MN03,MN033,MN,27
Queens,East Elmhurst,East Elmhurst Community School,"26-25 97th St, Queens, NY 11369",East Elmhurst Community School,Year Round,Wednesday (Start Time: 1:00 PM - End Time:  3:00 PM),,,403,21,4036100,,,40.7616519,-73.8720745,115,40771,POINT (-73.8720745 40.7616519),,,35,14,QW03,QW031,QW,13
Manhattan,East Midtown-Turtle Bay,NW of Lexington Ave & E 58 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,4,1011203,,,40.76175746,-73.96866043,18,40539,POINT (-73.96866043 40.76175746),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=273,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363965,73,12,MN05,MN052,MN,28
Manhattan,Upper West Side-Manhattan Valley,SW W 104 St & Columbus Ave,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,7,1018900,,,40.79786102,-73.96400325,24,40639,POINT (-73.96400325 40.79786102),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=370,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364062,69,13,MN07,MN075,MN,30
Manhattan,Financial District-Battery Park City,NW Peck Slip & Water St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,101,1,1001501,,,40.70815249,-74.0020686,1,40446,POINT (-74.0020686 40.70815249),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=225,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363917,65,10,MN01,MN011,MN,27
Manhattan,Hamilton Heights-Sugar Hill,NW Amsterdam Avenue & W 152 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1023700,,,40.82979403,-73.94453757,30,40407,POINT (-73.94453757 40.82979403),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=240,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363932,71,13,MN09,MN093,MN,30
Manhattan,Upper West Side-Lincoln Square,NW W 63 St & Central Park W,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1014900,,,40.77068591,-73.98008527,20,40611,POINT (-73.98008527 40.77068591),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=350,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364042,75,12,MN07,MN071,MN,47
Brooklyn,East New York-New Lots,East New York Farms: Success Community Garden,461 Williams Avenue,East New York Farms,Year Round,"Mondays, Wednesdays, and Sundays (Start Time: Monday 10-1230  tuesday 10-3  - End Time:  )",,,305,42,3113000,3038020001,3000000,40.66481607,-73.89751893,75,40742,POINT (-73.89751893 40.66481607),,,60,8,BKN05,BKN054,BKN,19
Bronx,Tremont,SW East 179th Street & Clinton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2037100,,,40.84622162,-73.88896354,48,40683,POINT (-73.88896354 40.84622162),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=428,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364120,79,15,BX06,BX062,BX,32
Manhattan,Manhattanville-West Harlem,NE Corner Amsterdam Avenue & W 133 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1021303,,,40.81762957,-73.95314779,26,40396,POINT (-73.95314779 40.81762957),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=196,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363888,70,13,MN09,MN092,MN,30
Manhattan,Upper West Side-Lincoln Square,NW Broadway & W 73 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,107,6,1015900,,,40.77970216,-73.98189624,20,40626,POINT (-73.98189624 40.77970216),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=364,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364056,67,12,MN07,MN072,MN,47
Manhattan,East Harlem (North),NE East 130th Street & 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,9,1020600,,,40.80957427,-73.93987723,25,40658,POINT (-73.93987723 40.80957427),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=400,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364092,70,13,MN11,MN113,MN,30
Brooklyn,Crown Heights (North),NE Kingston Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031100,,,40.67645433,-73.94148588,77,40379,POINT (-73.94148588 40.67645433),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=189,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363881,56,9,BKN08,BKN082,BKN,20
Queens,Kew Gardens,Kew Gardens Food Scrap Drop-off,Metropolitan Ave & Audley St,GrowNYC,Year Round,Thursday (Start Time: 9:30 AM - End Time:  12:30 PM),,grownyc.org/compost,409,29,4077500,,,40.707626,-73.836079,102,40774,POINT (-73.836079 40.707626),,,28,5,QW09,QW094,QW,14
Queens,South Jamaica,Paradise Garden,"107-31 Inwood St, Queens, NY 11435",Paradise Garden,July - December,Friday (Start Time: 12:00 PM - End Time:  3:00 PM),,,412,28,4019800,,,40.69056,-73.80395,103,40789,POINT (-73.80395 40.69056),,,32,5,QE12,QE122,QE,10
Bronx,Mott Haven-Port Morris,Mott Haven Food Scrap Drop-off,"541 E 139th St, Bronx, NY 10454",GrowNYC,Year Round,Wednesday (Start Time: 9:00 AM - End Time:  12:00 PM),,grownyc.org/compost,201,8,2003900,,,40.80811,-73.91752,40,40722,POINT (-73.91752 40.80811),,,84,15,BX01,BX012,BX,29
Queens,Astoria (Central),NW 29th Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007300,,,40.76524333,-73.92510952,114,40229,POINT (-73.92510952 40.76524333),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=63,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363755,36,14,QW01,QW013,QW,59
Manhattan,Lower East Side,*LAST DAY DECEMBER 7* Corlears Hook Park,"397 FDR Dr, New York, NY 10002 (Southeast corner of Cherry Street and Jackson Street)",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursday (Start Time: 9:00 AM - End Time:  2:00 PM),,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,1000202,,,40.712164,-73.980547,7,40507,POINT (-73.980547 40.712164),,,65,10,MN03,MN031,MN,27
Bronx,Fordham Heights,NW Valentine Avenue & East 183rd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,15,2038301,,,40.85693035,-73.89822654,46,40678,POINT (-73.89822654 40.85693035),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=424,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364116,86,13,BX05,BX053,BX,33
Brooklyn,Crown Heights (South),Crown Heights Farmstand,Nostrand Ave & Crown St,GrowNYC,Year Round,Friday (Start Time: 9:00 AM - End Time:  2:00 PM),"No meat, bones, or diary",grownyc.org/compost,309,35,3032100,,,40.666485,-73.950935,71,40739,POINT (-73.950935 40.666485),,,43,9,BKN09,BKN091,BKN,20
Staten Island,West New Brighton-Silver Lake-Grymes Hill,Olivet Heavenly Harvest,"97 Myrtle Avenue, Staten Island, NY",Olivet Heavenly Harvest,Closed during Winter,Saturday (Start Time: 10:00 AM - End Time:  2:00 PM),,olivetheavenlyharvest.com,501,49,5010500,,,40.63034,-74.11616,120,40419,POINT (-74.11616 40.63034),,,63,11,SI01,SI013,SI,23
Manhattan,Midtown South-Flatiron-Union Square,SW 5 Ave & W 26 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,105,3,1005800,,,40.74339417,-73.98831241,13,40562,POINT (-73.98831241 40.74339417),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=323,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364015,75,12,MN05,MN051,MN,28
Manhattan,Hell's Kitchen,Hudson River Park Pier 96 Boathouse at W 55 St,Park Pier 96 Boathouse at W 55 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),,https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,6,1013502,,,40.771,-73.995372,18,40551,POINT (-73.995372 40.771),,,67,12,MN04,MN043,MN,47
Brooklyn,Prospect Heights,NW Classon Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3021500,,,40.67487312,-73.96038702,77,40364,POINT (-73.96038702 40.67487312),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=168,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363860,44,10,BKN08,BKN081,BKN,20
Brooklyn,Bedford-Stuyvesant (East),NW Howard Avenue & Putnam Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,41,3037500,,,40.6874973,-73.92091434,81,40287,POINT (-73.92091434 40.6874973),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=103,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363795,56,8,BKN03,BKN035,BKN,25
Manhattan,Chelsea-Hudson Yards,NW 9 Ave & W 33 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1010300,,,40.75280254,-73.9969215,10,40590,POINT (-73.9969215 40.75280254),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=331,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364023,75,12,MN04,MN042,MN,47
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Linden Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043300,,,40.69725935,-73.91542856,83,40319,POINT (-73.91542856 40.69725935),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=144,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363836,53,7,BKN04,BKN042,BKN,18
Manhattan,Upper East Side-Carnegie Hill,NW 70th Street & 3rd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,4,1012800,,,40.76858111,-73.96168752,19,40525,POINT (-73.96168752 40.76858111),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=267,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363959,73,12,MN08,MN082,MN,28
Staten Island,St. George-New Brighton,H.E.A.L.T.H for Youths Skyline Community Garden,1 Clyde Place,H.E.A.L.T.H for Youths Skyline Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,www.health4youths.org,501,49,5007700,,,40.63990101,-74.09028654,120,40414,POINT (-74.09028654 40.63990101),,,61,11,SI01,SI012,SI,23
Manhattan,Tribeca-Civic Center,NW Greenwich St & Chambers St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,101,1,1003900,,,40.71640611,-74.01097454,1,40451,POINT (-74.01097454 40.71640611),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=224,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363916,66,10,MN01,MN013,MN,27
Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,SW Main St & River Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,108,5,1023802,,,40.76586365,-73.94630834,114,40248,POINT (-73.94630834 40.76586365),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=261,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363953,76,12,MN08,,MN,28
Bronx,Throgs Neck-Schuylerville,SW Throgs Neck Expressway & Randall Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,210,13,2015800,,,40.82775765,-73.81831449,45,40261,POINT (-73.81831449 40.82775765),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=70,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363762,82,14,BX10,BX102,BX,34
Brooklyn,Windsor Terrace-South Slope,Prospect Farm,"1194 Prospect Ave, Brooklyn, NY 11218",Prospect Farm,Year Round,"Wednesday and Saturday (Start Time: Wednesday 5:00 PM, Saturday 11:00 AM - End Time:  Wednesday 6:00 PM, Saturday 12:00 PM)",,https://prospectfarm.org/composting/,307,39,3050202,,,40.654139,-73.976444,72,40715,POINT (-73.976444 40.654139),,,44,10,BKS07,BKS071,BKS,20
Manhattan,Chelsea-Hudson Yards,NW 10 Ave & W 21 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,104,3,1009901,,,40.74652449,-74.0051919,10,40583,POINT (-74.0051919 40.74652449),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=327,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596364019,75,12,MN04,MN041,MN,47
Manhattan,Chinatown-Two Bridges,East Broadway & Rutgers Street,"East side of Rutgers St b/w East Broadway & Canal St, on the west side of Straus Sq",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursday (Start Time: 9:00 AM - End Time:  2:00 PM),,https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,1000600,,,40.714243,-73.990163,7,40510,POINT (-73.990163 40.714243),,,65,10,MN03,MN031,MN,27
Manhattan,East Harlem (South),Maggie's Magic Garden,"1574 Lexington Ave, New York, NY 10029",Maggie's Magic Garden,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),,,111,8,1016600,,,40.78895766,-73.94920119,23,40646,POINT (-73.94920119 40.78895766),,,68,13,MN11,MN111,MN,29
Manhattan,East Village,NE 2 Ave & E 2 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,103,2,1003602,,,40.7249628,-73.99017938,9,40497,POINT (-73.99017938 40.7249628),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=307,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363999,66,10,MN03,MN033,MN,27
Brooklyn,Prospect Heights,NW Vanderbilt Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3016300,,,40.67785104,-73.96890208,78,40350,POINT (-73.96890208 40.67785104),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=160,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363852,44,10,BKN08,BKN081,BKN,25
Manhattan,Greenwich Village,NW 4 Ave & E 10 St,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,102,2,1006100,,,40.73149652,-73.99051628,9,40482,POINT (-73.99051628 40.73149652),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=297,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363989,66,10,MN02,MN023,MN,27
Brooklyn,Crown Heights (North),NE Franklin Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3030500,,,40.67509191,-73.95637851,77,40365,POINT (-73.95637851 40.67509191),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=169,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363861,57,9,BKN08,BKN081,BKN,25
